Date,Race,Rank,Rider,CQ
17/04/2014,GP de Denain - Porte du Hainaut,14.,DEHAES Kenny,7
13/04/2014,Paris - Roubaix,130.,DEHAES Kenny,5
9/04/2014,Scheldeprijs,16.,DEHAES Kenny,10
6/04/2014,Ronde van Vlaanderen,DNF,DEHAES Kenny,0
3/04/2014,"Driedaagse De Panne-Koksijde, Stage 3b : De Panne - De Panne I.T.T.",DNS,DEHAES Kenny,0
1/04/2014,"Driedaagse De Panne-Koksijde, Stage 1 : De Panne - Zottegem",17.,DEHAES Kenny,0
28/03/2014,E3 Prijs Vlaanderen - Harelbeke,103.,DEHAES Kenny,5
26/03/2014,Dwars door Vlaanderen,107.,DEHAES Kenny,0
21/03/2014,Handzame Classic,8.,DEHAES Kenny,20
19/03/2014,Nokere Koerse,1.,DEHAES Kenny,80
15/03/2014,Ronde van Drenthe,1.,DEHAES Kenny,80
9/03/2014,Driedaagse van West-Vlaanderen,101.,DEHAES Kenny,0
9/03/2014,"Driedaagse van West-Vlaanderen, Stage 2 : Nieuwpoort - Ichtegem",6.,DEHAES Kenny,0
5/03/2014,Le Samyn,36.,DEHAES Kenny,0
10/02/2014,Trofeo Ses Salines,70.,DEHAES Kenny,0
9/02/2014,Trofeo Palma,136.,DEHAES Kenny,0
26/01/2014,Tour de San Luis,128.,DEHAES Kenny,0
20/01/2014,"Tour de San Luis, Stage 1 : San Luis - Villa Mercedes",9.,DEHAES Kenny,0
14/10/2014,Tour of Beijing,89.,DOCKX Gert,5
14/10/2014,"Tour of Beijing, Stage 5 : Tiananmen Square - Bird’s Nest",99.,DOCKX Gert,0
13/10/2014,"Tour of Beijing, Stage 4 : Yanqing - Mentougou Miaofeng",114.,DOCKX Gert,0
12/10/2014,"Tour of Beijing, Stage 3 : Yanqing - Qianjiadian",105.,DOCKX Gert,0
11/10/2014,"Tour of Beijing, Stage 2 : Chong Li - Yan Jia Ping",107.,DOCKX Gert,0
10/10/2014,"Tour of Beijing, Stage 1 : Chong Li - Zhangjiakou",65.,DOCKX Gert,0
3/10/2014,Münsterland Giro,117.,DOCKX Gert,0
20/09/2014,GP Impanis - Van Petegem,61.,DOCKX Gert,0
19/09/2014,Kampioenschap van Vlaanderen,96.,DOCKX Gert,0
14/09/2014,GP de Montréal,87.,DOCKX Gert,5
12/09/2014,GP de Québec,DNF,DOCKX Gert,0
24/08/2014,Vattenfall Cyclassics - Hamburg,84.,DOCKX Gert,5
17/08/2014,"Eneco Tour, Stage 7 : Riemst (Bel) - Sittard",DNF,DOCKX Gert,0
16/08/2014,"Eneco Tour, Stage 6 : Heerlen (Ned) - La Redoute",59.,DOCKX Gert,0
15/08/2014,"Eneco Tour, Stage 5 : Geraardsbergen - Geraardsbergen",62.,DOCKX Gert,0
14/08/2014,"Eneco Tour, Stage 4 : Koksijde - Ardooie",100.,DOCKX Gert,0
13/08/2014,"Eneco Tour, Stage 3 : Breda - Breda I.T.T.",153.,DOCKX Gert,0
12/08/2014,"Eneco Tour, Stage 2 : Waalwijk - Vlijmen",126.,DOCKX Gert,0
11/08/2014,"Eneco Tour, Stage 1 : Terneuzen - Terneuzen",152.,DOCKX Gert,0
13/07/2014,Österreich-Rundfahrt / Tour of Austria,63.,DOCKX Gert,0
29/06/2014,National Championships Belgium (Wielsbeke) R.R.,47.,DOCKX Gert,0
22/06/2014,"Tour de Suisse, Stage 9 : Martigny - Saas-Fee",DNF,DOCKX Gert,0
21/06/2014,"Tour de Suisse, Stage 8 : Delémont - Verbier",68.,DOCKX Gert,0
20/06/2014,"Tour de Suisse, Stage 7 : Worb - Worb I.T.T.",141.,DOCKX Gert,0
19/06/2014,"Tour de Suisse, Stage 6 : Buren an der Aare - Delémont",88.,DOCKX Gert,0
18/06/2014,"Tour de Suisse, Stage 5 : Ossingen - Buren an der Aare",105.,DOCKX Gert,0
17/06/2014,"Tour de Suisse, Stage 4 : Heiden - Ossingen",66.,DOCKX Gert,0
16/06/2014,"Tour de Suisse, Stage 3 : Sarnen - Heiden",62.,DOCKX Gert,0
15/06/2014,"Tour de Suisse, Stage 2 : Bellinzona - Sarnen",15.,DOCKX Gert,0
14/06/2014,"Tour de Suisse, Stage 1 : Bellinzona - Bellinzona I.T.T.",116.,DOCKX Gert,0
1/06/2014,Giro d'Italia,115.,DOCKX Gert,15
1/06/2014,"Giro d'Italia, Stage 21 : Gemona del Friuli - Trieste",116.,DOCKX Gert,0
31/05/2014,"Giro d'Italia, Stage 20 : Maniago - Monte Zoncolan",75.,DOCKX Gert,0
30/05/2014,"Giro d'Italia, Stage 19 : Bassano del Grappa - Cima Grappa I.T.T.",146.,DOCKX Gert,0
29/05/2014,"Giro d'Italia, Stage 18 : Belluno - Rifugio Panarotta",69.,DOCKX Gert,0
28/05/2014,"Giro d'Italia, Stage 17 : Sarnonico - Vittorio Veneto",96.,DOCKX Gert,0
27/05/2014,"Giro d'Italia, Stage 16 : Ponte di Legno - Val Martello",87.,DOCKX Gert,0
25/05/2014,"Giro d'Italia, Stage 15 : Valdengo - Plan di Montecampione",112.,DOCKX Gert,0
24/05/2014,"Giro d'Italia, Stage 14 : Aglie - Oropa",117.,DOCKX Gert,0
23/05/2014,"Giro d'Italia, Stage 13 : Fossano - Rivarolo Canavese",112.,DOCKX Gert,0
22/05/2014,"Giro d'Italia, Stage 12 : Barbaresco - Barolo I.T.T.",113.,DOCKX Gert,0
21/05/2014,"Giro d'Italia, Stage 11 : Collecchio - Savona",81.,DOCKX Gert,0
20/05/2014,"Giro d'Italia, Stage 10 : Modena - Salsomaggiore Terme",46.,DOCKX Gert,0
18/05/2014,"Giro d'Italia, Stage 9 : Lugo - Sestola",118.,DOCKX Gert,0
17/05/2014,"Giro d'Italia, Stage 8 : Foligno - Montecopiolo",119.,DOCKX Gert,0
16/05/2014,"Giro d'Italia, Stage 7 : Frosinone - Foligno",164.,DOCKX Gert,0
15/05/2014,"Giro d'Italia, Stage 6 : Sassano - Montecassino",112.,DOCKX Gert,0
14/05/2014,"Giro d'Italia, Stage 5 : Taranto - Viggiano",127.,DOCKX Gert,0
13/05/2014,"Giro d'Italia, Stage 4 : Giovinazzo - Bari",43.,DOCKX Gert,0
11/05/2014,"Giro d'Italia, Stage 3 : Armagh (Gbr) - Dublin (Irl)",187.,DOCKX Gert,0
10/05/2014,"Giro d'Italia, Stage 2 : Belfast (Gbr) - Belfast (Gbr)",62.,DOCKX Gert,0
9/05/2014,"Giro d'Italia, Stage 1 : Belfast (Gbr) T.T.T.",-,DOCKX Gert,0
4/05/2014,Presidential Tour of Turkey,64.,DOCKX Gert,0
23/04/2014,Flèche Wallonne,DNF,DOCKX Gert,0
15/03/2014,Ronde van Drenthe,12.,DOCKX Gert,9
23/02/2014,Tour of Oman,112.,DOCKX Gert,0
14/02/2014,Tour of Qatar,64.,DOCKX Gert,0
5/10/2014,Il Lombardia,87.,GALLOPIN Tony,5
28/09/2014,World Championships (Ponferrada) R.R.,6.,GALLOPIN Tony,144
20/09/2014,GP Impanis - Van Petegem,120.,GALLOPIN Tony,0
17/09/2014,GP de Wallonie,2.,GALLOPIN Tony,48
14/09/2014,GP de Montréal,3.,GALLOPIN Tony,112
12/09/2014,GP de Québec,9.,GALLOPIN Tony,52
7/09/2014,GP de Fourmies,92.,GALLOPIN Tony,0
6/09/2014,Brussels Cycling Classic,28.,GALLOPIN Tony,5
31/08/2014,GP Ouest France - Plouay,34.,GALLOPIN Tony,5
2/08/2014,Clasica San Sebastian,5.,GALLOPIN Tony,86
27/07/2014,Tour de France,29.,GALLOPIN Tony,51
27/07/2014,"Tour de France, Stage 21 : Evry - Paris",148.,GALLOPIN Tony,0
26/07/2014,"Tour de France, Stage 20 : Bergerac - Perigueux I.T.T.",44.,GALLOPIN Tony,0
25/07/2014,"Tour de France, Stage 19 : Maubourguet - Bergerac",46.,GALLOPIN Tony,0
24/07/2014,"Tour de France, Stage 18 : Pau - Hautacam",68.,GALLOPIN Tony,0
23/07/2014,"Tour de France, Stage 17 : Saint-Gaudens - Saint-Lary-Soulan/Pla d'Adet",70.,GALLOPIN Tony,0
22/07/2014,"Tour de France, Stage 16 : Carcassonne - Bagneres-de-Luchon",10.,GALLOPIN Tony,1
20/07/2014,"Tour de France, Stage 15 : Tallard - Nîmes",105.,GALLOPIN Tony,0
19/07/2014,"Tour de France, Stage 14 : Grenoble - Risoul",25.,GALLOPIN Tony,0
18/07/2014,"Tour de France, Stage 13 : Saint-Etienne - Chamrousse",129.,GALLOPIN Tony,0
17/07/2014,"Tour de France, Stage 12 : Bourg-en-Bresse - Saint-Etienne",139.,GALLOPIN Tony,0
16/07/2014,"Tour de France, Stage 11 : Besancon - Oyonnax",1.,GALLOPIN Tony,80
14/07/2014,"Tour de France, Stage 10 : Mulhouse - La Planche des Belles Filles",33.,GALLOPIN Tony,0
13/07/2014,"Tour de France, Stage 9 : Gerardmer - Mulhouse",leader,GALLOPIN Tony,20
13/07/2014,"Tour de France, Stage 9 : Gerardmer - Mulhouse",16.,GALLOPIN Tony,0
12/07/2014,"Tour de France, Stage 8 : Tomblaine - Gerardmer/La Mauselaine",30.,GALLOPIN Tony,0
11/07/2014,"Tour de France, Stage 7 : Epernay - Nancy",3.,GALLOPIN Tony,35
10/07/2014,"Tour de France, Stage 6 : Arras - Reims",31.,GALLOPIN Tony,0
9/07/2014,"Tour de France, Stage 5 : Ieper (Bel) - Arenberg",18.,GALLOPIN Tony,0
8/07/2014,"Tour de France, Stage 4 : Le Touquet Paris-Plage - Lille",62.,GALLOPIN Tony,0
7/07/2014,"Tour de France, Stage 3 : Cambridge (GBr) - London (GBr)",65.,GALLOPIN Tony,0
6/07/2014,"Tour de France, Stage 2 : York (GBr) - Sheffield (GBr)",5.,GALLOPIN Tony,15
5/07/2014,"Tour de France, Stage 1 : Leeds (GBr) - Harrogate (GBr)",113.,GALLOPIN Tony,0
29/06/2014,National Championships France (Futuroscope) R.R.,10.,GALLOPIN Tony,26
15/06/2014,Critérium du Dauphiné,27.,GALLOPIN Tony,9
15/06/2014,"Critérium du Dauphiné, Stage 8 : Megève - Courchevel",31.,GALLOPIN Tony,0
14/06/2014,"Critérium du Dauphiné, Stage 7 : Ville-la-Grand - Finaut/Émosson (Sui)",24.,GALLOPIN Tony,0
13/06/2014,"Critérium du Dauphiné, Stage 6 : Grenoble - Poisy",126.,GALLOPIN Tony,0
12/06/2014,"Critérium du Dauphiné, Stage 5 : Sisteron - La Mure",70.,GALLOPIN Tony,0
11/06/2014,"Critérium du Dauphiné, Stage 4 : Montélimar - Gap",60.,GALLOPIN Tony,0
10/06/2014,"Critérium du Dauphiné, Stage 3 : Ambert - Le Teil",45.,GALLOPIN Tony,0
9/06/2014,"Critérium du Dauphiné, Stage 2 : Tarare - Col du Béal",15.,GALLOPIN Tony,0
8/06/2014,"Critérium du Dauphiné, Stage 1 : Lyon - Lyon I.T.T.",77.,GALLOPIN Tony,0
27/04/2014,Liège - Bastogne - Liège,35.,GALLOPIN Tony,5
23/04/2014,Flèche Wallonne,60.,GALLOPIN Tony,5
20/04/2014,Amstel Gold Race,98.,GALLOPIN Tony,5
16/04/2014,Brabantse Pijl,3.,GALLOPIN Tony,72
6/04/2014,Ronde van Vlaanderen,23.,GALLOPIN Tony,18
30/03/2014,Gent - Wevelgem,39.,GALLOPIN Tony,5
28/03/2014,E3 Prijs Vlaanderen - Harelbeke,6.,GALLOPIN Tony,76
23/03/2014,Milano - Sanremo,35.,GALLOPIN Tony,5
16/03/2014,Paris - Nice,10.,GALLOPIN Tony,70
16/03/2014,"Paris - Nice, Stage 8 : Nice - Nice",44.,GALLOPIN Tony,0
15/03/2014,"Paris - Nice, Stage 7 : Mougins - Biot",6.,GALLOPIN Tony,3
14/03/2014,"Paris - Nice, Stage 6 : Saint-Saturnin-les-Avignon - Fayence",8.,GALLOPIN Tony,1
13/03/2014,"Paris - Nice, Stage 5 : Crèche-sur-Saône - Rive-de-Gier",7.,GALLOPIN Tony,2
12/03/2014,"Paris - Nice, Stage 4 : Nevers - Belleville",49.,GALLOPIN Tony,0
11/03/2014,"Paris - Nice, Stage 3 : Toucy - Magny-Cours",95.,GALLOPIN Tony,0
10/03/2014,"Paris - Nice, Stage 2 : Rambouillet - Saint-Georges-sur-Baulche",8.,GALLOPIN Tony,1
9/03/2014,"Paris - Nice, Stage 1 : Mantes-La-Jolie - Mantes-La-Jolie",53.,GALLOPIN Tony,0
23/02/2014,Tour of Oman,45.,GALLOPIN Tony,5
21/02/2014,"Tour of Oman, Stage 4 : Wadi Al Abiyad - Boshar",5.,GALLOPIN Tony,3
9/02/2014,Etoile de Bessèges,7.,GALLOPIN Tony,40
9/02/2014,"Etoile de Bessèges, Stage 5 : Alès - Montée de l'Hermitage I.T.T.",7.,GALLOPIN Tony,0
8/02/2014,"Etoile de Bessèges, Stage 4 : Goudarges - Laudun",3.,GALLOPIN Tony,5
2/02/2014,GP La Marseillaise,26.,GALLOPIN Tony,0
3/10/2014,Münsterland Giro,1.,GREIPEL André,80
28/09/2014,World Championships (Ponferrada) R.R.,DNF,GREIPEL André,0
20/09/2014,GP Impanis - Van Petegem,79.,GREIPEL André,0
19/09/2014,Kampioenschap van Vlaanderen,108.,GREIPEL André,0
14/09/2014,GP Jef Scherens - Rondom Leuven,1.,GREIPEL André,80
7/09/2014,GP de Fourmies,102.,GREIPEL André,0
6/09/2014,Brussels Cycling Classic,1.,GREIPEL André,140
24/08/2014,Vattenfall Cyclassics - Hamburg,DNF,GREIPEL André,0
14/08/2014,"Eneco Tour, Stage 4 : Koksijde - Ardooie",DNF,GREIPEL André,0
13/08/2014,"Eneco Tour, Stage 3 : Breda - Breda I.T.T.",46.,GREIPEL André,0
12/08/2014,"Eneco Tour, Stage 2 : Waalwijk - Vlijmen",29.,GREIPEL André,0
11/08/2014,"Eneco Tour, Stage 1 : Terneuzen - Terneuzen",12.,GREIPEL André,0
27/07/2014,Tour de France,149.,GREIPEL André,20
27/07/2014,"Tour de France, Stage 21 : Evry - Paris",4.,GREIPEL André,25
26/07/2014,"Tour de France, Stage 20 : Bergerac - Perigueux I.T.T.",130.,GREIPEL André,0
25/07/2014,"Tour de France, Stage 19 : Maubourguet - Bergerac",43.,GREIPEL André,0
24/07/2014,"Tour de France, Stage 18 : Pau - Hautacam",96.,GREIPEL André,0
23/07/2014,"Tour de France, Stage 17 : Saint-Gaudens - Saint-Lary-Soulan/Pla d'Adet",135.,GREIPEL André,0
22/07/2014,"Tour de France, Stage 16 : Carcassonne - Bagneres-de-Luchon",119.,GREIPEL André,0
20/07/2014,"Tour de France, Stage 15 : Tallard - Nîmes",4.,GREIPEL André,25
19/07/2014,"Tour de France, Stage 14 : Grenoble - Risoul",142.,GREIPEL André,0
18/07/2014,"Tour de France, Stage 13 : Saint-Etienne - Chamrousse",116.,GREIPEL André,0
17/07/2014,"Tour de France, Stage 12 : Bourg-en-Bresse - Saint-Etienne",140.,GREIPEL André,0
16/07/2014,"Tour de France, Stage 11 : Besancon - Oyonnax",152.,GREIPEL André,0
14/07/2014,"Tour de France, Stage 10 : Mulhouse - La Planche des Belles Filles",142.,GREIPEL André,0
13/07/2014,"Tour de France, Stage 9 : Gerardmer - Mulhouse",140.,GREIPEL André,0
12/07/2014,"Tour de France, Stage 8 : Tomblaine - Gerardmer/La Mauselaine",138.,GREIPEL André,0
11/07/2014,"Tour de France, Stage 7 : Epernay - Nancy",134.,GREIPEL André,0
10/07/2014,"Tour de France, Stage 6 : Arras - Reims",1.,GREIPEL André,80
9/07/2014,"Tour de France, Stage 5 : Ieper (Bel) - Arenberg",141.,GREIPEL André,0
8/07/2014,"Tour de France, Stage 4 : Le Touquet Paris-Plage - Lille",6.,GREIPEL André,10
7/07/2014,"Tour de France, Stage 3 : Cambridge (GBr) - London (GBr)",23.,GREIPEL André,0
6/07/2014,"Tour de France, Stage 2 : York (GBr) - Sheffield (GBr)",171.,GREIPEL André,0
5/07/2014,"Tour de France, Stage 1 : Leeds (GBr) - Harrogate (GBr)",18.,GREIPEL André,0
29/06/2014,National Championships Germany (Baunatal) R.R.,1.,GREIPEL André,140
22/06/2014,Ster ZLM Tour,43.,GREIPEL André,0
22/06/2014,"Ster ZLM Tour, Stage 4 : Gerwen - Boxtel",1.,GREIPEL André,20
20/06/2014,"Ster ZLM Tour, Stage 2 : Buchten - Buchten",3.,GREIPEL André,5
8/06/2014,Tour de Luxembourg,40.,GREIPEL André,5
8/06/2014,"Tour de Luxembourg, Stage 4 : Mersch - Luxembourg",1.,GREIPEL André,25
5/06/2014,"Tour de Luxembourg, Stage 1 : Luxembourg - Hesperange",1.,GREIPEL André,25
1/06/2014,Ronde van België / Tour de Belgique,91.,GREIPEL André,0
31/05/2014,"Ronde van België / Tour de Belgique, Stage 4 : Lacs de l'Eau d'Heure - Lacs de l'Eau d'Heure",1.,GREIPEL André,25
29/05/2014,"Ronde van België / Tour de Belgique, Stage 2 : Lierde - Knokke-Heist",19.,GREIPEL André,0
28/05/2014,"Ronde van België / Tour de Belgique, Stage 1 : Lochristi - Buggenhout",2.,GREIPEL André,15
25/05/2014,World Ports Classic,7.,GREIPEL André,40
24/05/2014,"World Ports Classic, Stage 1 : Rotterdam - Antwerpen",leader,GREIPEL André,6
24/05/2014,"World Ports Classic, Stage 1 : Rotterdam - Antwerpen",1.,GREIPEL André,20
4/05/2014,Presidential Tour of Turkey,74.,GREIPEL André,0
30/03/2014,Gent - Wevelgem,DNF,GREIPEL André,0
23/03/2014,Milano - Sanremo,24.,GREIPEL André,16
18/03/2014,"Tirreno - Adriatico, Stage 7 : San Benedetto del Tronto I.T.T.",DNF,GREIPEL André,0
17/03/2014,"Tirreno - Adriatico, Stage 6 : Bucchianico - Porto Sant'Elpidio",30.,GREIPEL André,0
16/03/2014,"Tirreno - Adriatico, Stage 5 : Amatrice - Guardiagrele",112.,GREIPEL André,0
15/03/2014,"Tirreno - Adriatico, Stage 4 : Indicatore - Cittareale (Selva Rotonda)",130.,GREIPEL André,0
14/03/2014,"Tirreno - Adriatico, Stage 3 : Cascina - Arezzo",7.,GREIPEL André,2
13/03/2014,"Tirreno - Adriatico, Stage 2 : San Vincenzo - Cascina",3.,GREIPEL André,18
12/03/2014,"Tirreno - Adriatico, Stage 1 : Donoratico - San Vincenzo T.T.T.",7.,GREIPEL André,0
2/03/2014,Kuurne - Brussel - Kuurne,14.,GREIPEL André,7
23/02/2014,Tour of Oman,94.,GREIPEL André,0
23/02/2014,"Tour of Oman, Stage 6 : As Sifah - Matrah Corniche",1.,GREIPEL André,25
20/02/2014,"Tour of Oman, Stage 3 : Muscat - Al Bustan",leader,GREIPEL André,8
20/02/2014,"Tour of Oman, Stage 3 : Muscat - Al Bustan",1.,GREIPEL André,25
18/02/2014,"Tour of Oman, Stage 1 : As Suwayq Castle - Naseem Garden",leader,GREIPEL André,8
18/02/2014,"Tour of Oman, Stage 1 : As Suwayq Castle - Naseem Garden",1.,GREIPEL André,25
14/02/2014,Tour of Qatar,10.,GREIPEL André,44
13/02/2014,"Tour of Qatar, Stage 5 : Al Zubarah - Madinat Al Shamal",1.,GREIPEL André,25
12/02/2014,"Tour of Qatar, Stage 4 : Dukhan - Mesaieed",2.,GREIPEL André,15
26/01/2014,Tour Down Under,46.,GREIPEL André,5
26/01/2014,"Tour Down Under, Stage 6 : Adelaide, circuit race",1.,GREIPEL André,35
25/01/2014,"Tour Down Under, Stage 5 : McLaren Vale - Old Willunga Hill",54.,GREIPEL André,0
24/01/2014,"Tour Down Under, Stage 4 : Unley - Victor Harbor",1.,GREIPEL André,35
23/01/2014,"Tour Down Under, Stage 3 : Norwood - Campbelltown",97.,GREIPEL André,0
22/01/2014,"Tour Down Under, Stage 2 : Prospect - Stirling",19.,GREIPEL André,0
21/01/2014,"Tour Down Under, Stage 1 : Nuriootpa - Angaston",2.,GREIPEL André,22
19/01/2014,"Tour Down Under, Tour Down Under Classic",2.,GREIPEL André,0
14/10/2014,Tour of Beijing,23.,HANSEN Adam,13
14/10/2014,"Tour of Beijing, Stage 5 : Tiananmen Square - Bird’s Nest",78.,HANSEN Adam,0
13/10/2014,"Tour of Beijing, Stage 4 : Yanqing - Mentougou Miaofeng",27.,HANSEN Adam,0
12/10/2014,"Tour of Beijing, Stage 3 : Yanqing - Qianjiadian",33.,HANSEN Adam,0
11/10/2014,"Tour of Beijing, Stage 2 : Chong Li - Yan Jia Ping",27.,HANSEN Adam,0
10/10/2014,"Tour of Beijing, Stage 1 : Chong Li - Zhangjiakou",41.,HANSEN Adam,0
28/09/2014,World Championships (Ponferrada) R.R.,81.,HANSEN Adam,10
21/09/2014,World Championships (Ponferrada) T.T.T.,22.,HANSEN Adam,5
14/09/2014,Vuelta a España,53.,HANSEN Adam,15
14/09/2014,"Vuelta a España, Stage 21 : Santiago de Compostela I.T.T.",119.,HANSEN Adam,0
13/09/2014,"Vuelta a España, Stage 20 : Santa Estebo de Ribas do Sil - Ancares",71.,HANSEN Adam,0
12/09/2014,"Vuelta a España, Stage 19 : Salvaterra de Miño - Cangas do Morazzo",1.,HANSEN Adam,70
11/09/2014,"Vuelta a España, Stage 18 : La Estrada - Monte Castrove en Meis",98.,HANSEN Adam,0
10/09/2014,"Vuelta a España, Stage 17 : Ortigueira - La Coruña",78.,HANSEN Adam,0
8/09/2014,"Vuelta a España, Stage 16 : San Martin del Rey Aurelio - Lagos de Somiedo",64.,HANSEN Adam,0
7/09/2014,"Vuelta a España, Stage 15 : Oviedo - Lagos de Covadonga",123.,HANSEN Adam,0
6/09/2014,"Vuelta a España, Stage 14 : Santander - La Camperona",16.,HANSEN Adam,0
5/09/2014,"Vuelta a España, Stage 13 : Belorado - Obregon",63.,HANSEN Adam,0
4/09/2014,"Vuelta a España, Stage 12 : Logroño - Logroño",68.,HANSEN Adam,0
3/09/2014,"Vuelta a España, Stage 11 : Pamplona - San Miguel de Aralar",91.,HANSEN Adam,0
2/09/2014,"Vuelta a España, Stage 10 : Santa Maria de Veruela - Borja I.T.T.",79.,HANSEN Adam,0
31/08/2014,"Vuelta a España, Stage 9 : Carboneras de Guadazon - Estacion de Valdelinares",8.,HANSEN Adam,3
30/08/2014,"Vuelta a España, Stage 8 : Baeza - Albacete",94.,HANSEN Adam,0
29/08/2014,"Vuelta a España, Stage 7 : Alhendin - Alcaudete",86.,HANSEN Adam,0
28/08/2014,"Vuelta a España, Stage 6 : Benalmadena - La Zubia/Cumbres Verdes",77.,HANSEN Adam,0
27/08/2014,"Vuelta a España, Stage 5 : Priego de Cordoba - Ronda",94.,HANSEN Adam,0
26/08/2014,"Vuelta a España, Stage 4 : Mairena del Alcor - Cordoba",61.,HANSEN Adam,0
25/08/2014,"Vuelta a España, Stage 3 : Cadiz - Arcos de la Frontera",118.,HANSEN Adam,0
24/08/2014,"Vuelta a España, Stage 2 : Algeciras - San Fernando",152.,HANSEN Adam,0
23/08/2014,"Vuelta a España, Stage 1 : Jerez De La Frontera T.T.T.",14.,HANSEN Adam,0
27/07/2014,Tour de France,64.,HANSEN Adam,20
27/07/2014,"Tour de France, Stage 21 : Evry - Paris",134.,HANSEN Adam,0
26/07/2014,"Tour de France, Stage 20 : Bergerac - Perigueux I.T.T.",98.,HANSEN Adam,0
25/07/2014,"Tour de France, Stage 19 : Maubourguet - Bergerac",42.,HANSEN Adam,0
24/07/2014,"Tour de France, Stage 18 : Pau - Hautacam",58.,HANSEN Adam,0
23/07/2014,"Tour de France, Stage 17 : Saint-Gaudens - Saint-Lary-Soulan/Pla d'Adet",138.,HANSEN Adam,0
22/07/2014,"Tour de France, Stage 16 : Carcassonne - Bagneres-de-Luchon",88.,HANSEN Adam,0
20/07/2014,"Tour de France, Stage 15 : Tallard - Nîmes",87.,HANSEN Adam,0
19/07/2014,"Tour de France, Stage 14 : Grenoble - Risoul",89.,HANSEN Adam,0
18/07/2014,"Tour de France, Stage 13 : Saint-Etienne - Chamrousse",36.,HANSEN Adam,0
17/07/2014,"Tour de France, Stage 12 : Bourg-en-Bresse - Saint-Etienne",63.,HANSEN Adam,0
16/07/2014,"Tour de France, Stage 11 : Besancon - Oyonnax",91.,HANSEN Adam,0
14/07/2014,"Tour de France, Stage 10 : Mulhouse - La Planche des Belles Filles",75.,HANSEN Adam,0
13/07/2014,"Tour de France, Stage 9 : Gerardmer - Mulhouse",38.,HANSEN Adam,0
12/07/2014,"Tour de France, Stage 8 : Tomblaine - Gerardmer/La Mauselaine",73.,HANSEN Adam,0
11/07/2014,"Tour de France, Stage 7 : Epernay - Nancy",79.,HANSEN Adam,0
10/07/2014,"Tour de France, Stage 6 : Arras - Reims",79.,HANSEN Adam,0
9/07/2014,"Tour de France, Stage 5 : Ieper (Bel) - Arenberg",105.,HANSEN Adam,0
8/07/2014,"Tour de France, Stage 4 : Le Touquet Paris-Plage - Lille",111.,HANSEN Adam,0
7/07/2014,"Tour de France, Stage 3 : Cambridge (GBr) - London (GBr)",93.,HANSEN Adam,0
6/07/2014,"Tour de France, Stage 2 : York (GBr) - Sheffield (GBr)",79.,HANSEN Adam,0
5/07/2014,"Tour de France, Stage 1 : Leeds (GBr) - Harrogate (GBr)",182.,HANSEN Adam,0
22/06/2014,Ster ZLM Tour,46.,HANSEN Adam,0
1/06/2014,Giro d'Italia,73.,HANSEN Adam,15
1/06/2014,"Giro d'Italia, Stage 21 : Gemona del Friuli - Trieste",94.,HANSEN Adam,0
31/05/2014,"Giro d'Italia, Stage 20 : Maniago - Monte Zoncolan",54.,HANSEN Adam,0
30/05/2014,"Giro d'Italia, Stage 19 : Bassano del Grappa - Cima Grappa I.T.T.",90.,HANSEN Adam,0
29/05/2014,"Giro d'Italia, Stage 18 : Belluno - Rifugio Panarotta",58.,HANSEN Adam,0
28/05/2014,"Giro d'Italia, Stage 17 : Sarnonico - Vittorio Veneto",65.,HANSEN Adam,0
27/05/2014,"Giro d'Italia, Stage 16 : Ponte di Legno - Val Martello",127.,HANSEN Adam,0
25/05/2014,"Giro d'Italia, Stage 15 : Valdengo - Plan di Montecampione",23.,HANSEN Adam,0
24/05/2014,"Giro d'Italia, Stage 14 : Aglie - Oropa",56.,HANSEN Adam,0
23/05/2014,"Giro d'Italia, Stage 13 : Fossano - Rivarolo Canavese",130.,HANSEN Adam,0
22/05/2014,"Giro d'Italia, Stage 12 : Barbaresco - Barolo I.T.T.",123.,HANSEN Adam,0
21/05/2014,"Giro d'Italia, Stage 11 : Collecchio - Savona",56.,HANSEN Adam,0
20/05/2014,"Giro d'Italia, Stage 10 : Modena - Salsomaggiore Terme",51.,HANSEN Adam,0
18/05/2014,"Giro d'Italia, Stage 9 : Lugo - Sestola",131.,HANSEN Adam,0
17/05/2014,"Giro d'Italia, Stage 8 : Foligno - Montecopiolo",121.,HANSEN Adam,0
16/05/2014,"Giro d'Italia, Stage 7 : Frosinone - Foligno",130.,HANSEN Adam,0
15/05/2014,"Giro d'Italia, Stage 6 : Sassano - Montecassino",92.,HANSEN Adam,0
14/05/2014,"Giro d'Italia, Stage 5 : Taranto - Viggiano",132.,HANSEN Adam,0
13/05/2014,"Giro d'Italia, Stage 4 : Giovinazzo - Bari",91.,HANSEN Adam,0
11/05/2014,"Giro d'Italia, Stage 3 : Armagh (Gbr) - Dublin (Irl)",153.,HANSEN Adam,0
10/05/2014,"Giro d'Italia, Stage 2 : Belfast (Gbr) - Belfast (Gbr)",167.,HANSEN Adam,0
9/05/2014,"Giro d'Italia, Stage 1 : Belfast (Gbr) T.T.T.",20.,HANSEN Adam,0
4/05/2014,Presidential Tour of Turkey,9.,HANSEN Adam,50
2/05/2014,"Presidential Tour of Turkey, Stage 6 : Bodrum - Selçuk (Meryem Ana Yolu)",9.,HANSEN Adam,0
